,Id,sales0,sales1,sales2,sales3,sales4,country,State,CouSub,countyname,storecode,Areaname,countytownname,population,state_alpha,store_Type,prediction,prediction_probablitiy
280,2012599999,634,506,509,854,999,125.0,20,99999,Montgomery County,NCNTY20125N20125,"Montgomery County, KS",Montgomery County,35471.0,KS,Supermarket Type1,0,0.2876237377431651
281,2012799999,634,412,511,795,922,127.0,20,99999,Morris County,NCNTY20127N20127,"Morris County, KS",Morris County,5923.0,KS,Supermarket Type3,0,0.28802717339948675
282,2013399999,634,412,469,841,847,133.0,20,99999,Neosho County,NCNTY20133N20133,"Neosho County, KS",Neosho County,16512.0,KS,Supermarket Type1,0,0.25001710632259994
283,2013799999,634,412,535,907,922,137.0,20,99999,Norton County,NCNTY20137N20137,"Norton County, KS",Norton County,5671.0,KS,Supermarket Type1,0,0.22873992244450608
284,2014199999,634,412,535,925,929,141.0,20,99999,Osborne County,NCNTY20141N20141,"Osborne County, KS",Osborne County,3858.0,KS,Grocery Store,0,0.18413128058756692
285,2014399999,665,432,550,980,1178,143.0,20,99999,Ottawa County,NCNTY20143N20143,"Ottawa County, KS",Ottawa County,6091.0,KS,Grocery Store,0,0.33660842329730123
286,2015199999,650,422,480,810,869,151.0,20,99999,Pratt County,NCNTY20151N20151,"Pratt County, KS",Pratt County,9656.0,KS,Supermarket Type1,0,0.2521972673752254
287,2015799999,634,412,469,790,847,157.0,20,99999,Republic County,NCNTY20157N20157,"Republic County, KS",Republic County,4980.0,KS,Supermarket Type3,0,0.34725101990615037
288,2017799999,701,417,528,990,1202,177.0,20,99999,Shawnee County,METRO45820M45820,"Topeka, KS MSA",Shawnee County,177934.0,KS,Supermarket Type1,1,0.8441224458118424
289,2018399999,634,412,506,934,937,183.0,20,99999,Smith County,NCNTY20183N20183,"Smith County, KS",Smith County,3853.0,KS,Supermarket Type1,0,0.23327667373225222
290,2019199999,639,469,472,850,1132,191.0,20,99999,Sumner County,METRO48620N20191,"Sumner County, KS HUD Metro FMR Area",Sumner County,24132.0,KS,Grocery Store,0,0.2688061894040661
291,2100399999,558,419,471,822,825,3.0,21,99999,Allen County,NCNTY21003N21003,"Allen County, KY",Allen County,19956.0,KY,Supermarket Type2,0,0.17364940025574715
292,2100599999,666,527,530,829,965,5.0,21,99999,Anderson County,NCNTY21005N21005,"Anderson County, KY",Anderson County,21421.0,KY,Supermarket Type1,0,0.3026403450879536
293,2100799999,558,410,412,765,913,7.0,21,99999,Ballard County,NCNTY21007N21007,"Ballard County, KY",Ballard County,8249.0,KY,Supermarket Type1,0,0.15671817597114918
294,2100999999,566,416,418,793,894,9.0,21,99999,Barren County,NCNTY21009N21009,"Barren County, KY",Barren County,42173.0,KY,Supermarket Type1,0,0.2931971344687288
295,2101199999,558,419,469,822,825,11.0,21,99999,Bath County,NCNTY21011N21011,"Bath County, KY",Bath County,11591.0,KY,Grocery Store,0,0.16848589730839414
296,2101399999,558,344,447,783,786,13.0,21,99999,Bell County,NCNTY21013N21013,"Bell County, KY",Bell County,28691.0,KY,Supermarket Type2,0,0.1852888750396491
297,2101599999,769,463,579,1065,1173,15.0,21,99999,Boone County,METRO17140M17140,"Cincinnati-Middleton, OH-KY-IN HUD Metro FMR Area",Boone County,118811.0,KY,Supermarket Type2,1,0.7390961536399614
298,2102399999,769,463,579,1065,1173,23.0,21,99999,Bracken County,METRO17140M17140,"Cincinnati-Middleton, OH-KY-IN HUD Metro FMR Area",Bracken County,8488.0,KY,Supermarket Type1,1,0.5606192130678148
299,2103199999,558,419,471,822,988,31.0,21,99999,Butler County,NCNTY21031N21031,"Butler County, KY",Butler County,12690.0,KY,Supermarket Type1,0,0.15256609204527738
300,2103599999,625,462,520,892,896,35.0,21,99999,Calloway County,NCNTY21035N21035,"Calloway County, KY",Calloway County,37191.0,KY,Supermarket Type3,0,0.35140737933377253
301,2103799999,769,463,579,1065,1173,37.0,21,99999,Campbell County,METRO17140M17140,"Cincinnati-Middleton, OH-KY-IN HUD Metro FMR Area",Campbell County,90336.0,KY,Supermarket Type1,1,0.8820474974286121
302,2104399999,558,419,471,780,988,43.0,21,99999,Carter County,NCNTY21043N21043,"Carter County, KY",Carter County,27720.0,KY,Supermarket Type1,0,0.22878192793618507
303,2104799999,781,525,599,1035,1122,47.0,21,99999,Christian County,METRO17300M17300,"Clarksville, TN-KY HUD Metro FMR Area",Christian County,73955.0,KY,Grocery Store,1,0.8219257633663208
304,2106799999,776,508,593,1105,1237,67.0,21,99999,Fayette County,METRO30460M30460,"Lexington-Fayette, KY MSA",Fayette County,295803.0,KY,Supermarket Type1,1,0.8732901263763044
305,2107399999,672,414,549,990,994,73.0,21,99999,Franklin County,NCNTY21073N21073,"Franklin County, KY",Franklin County,49285.0,KY,Supermarket Type2,0,0.4530461044974979
306,2107599999,558,419,471,822,825,75.0,21,99999,Fulton County,NCNTY21075N21075,"Fulton County, KY",Fulton County,6813.0,KY,Supermarket Type1,0,0.10146983796815208
307,2111199999,737,507,592,1020,1154,111.0,21,99999,Jefferson County,METRO31140M31140,"Louisville, KY-IN HUD Metro FMR Area",Jefferson County,741096.0,KY,Supermarket Type1,1,0.9250359183815842
308,2112399999,744,560,564,1096,1318,123.0,21,99999,Larue County,METRO21060M21060,"Elizabethtown, KY MSA",Larue County,14193.0,KY,Supermarket Type1,0,0.44148896842116314
309,2113399999,558,419,456,695,746,133.0,21,99999,Letcher County,NCNTY21133N21133,"Letcher County, KY",Letcher County,24519.0,KY,Supermarket Type1,0,0.1414970845975491
310,2115799999,667,457,493,856,891,157.0,21,99999,Marshall County,NCNTY21157N21157,"Marshall County, KY",Marshall County,31448.0,KY,Supermarket Type1,0,0.31309306347075727
311,2116199999,568,417,420,801,804,161.0,21,99999,Mason County,NCNTY21161N21161,"Mason County, KY",Mason County,17490.0,KY,Supermarket Type1,0,0.19466103236993304
312,2116599999,558,419,471,714,782,165.0,21,99999,Menifee County,NCNTY21165N21165,"Menifee County, KY",Menifee County,6306.0,KY,Supermarket Type1,0,0.11403402606467182
313,2119199999,769,463,579,1065,1173,191.0,21,99999,Pendleton County,METRO17140M17140,"Cincinnati-Middleton, OH-KY-IN HUD Metro FMR Area",Pendleton County,14877.0,KY,Supermarket Type1,1,0.5866988334029852
314,2119399999,558,419,471,695,746,193.0,21,99999,Perry County,NCNTY21193N21193,"Perry County, KY",Perry County,28712.0,KY,Supermarket Type1,0,0.16225072936179757
315,2119999999,572,441,444,793,894,199.0,21,99999,Pulaski County,NCNTY21199N21199,"Pulaski County, KY",Pulaski County,63063.0,KY,Supermarket Type1,0,0.22645363652693118
316,2120199999,623,457,460,776,873,201.0,21,99999,Robertson County,NCNTY21201N21201,"Robertson County, KY",Robertson County,2282.0,KY,Supermarket Type1,0,0.13586223601090042
317,2121599999,737,507,592,1020,1154,215.0,21,99999,Spencer County,METRO31140M31140,"Louisville, KY-IN HUD Metro FMR Area",Spencer County,17061.0,KY,Supermarket Type1,1,0.7412195885298061
318,2122999999,628,472,530,851,855,229.0,21,99999,Washington County,NCNTY21229N21229,"Washington County, KY",Washington County,11717.0,KY,Grocery Store,0,0.20981363153772511
319,2123999999,776,508,593,1105,1237,239.0,21,99999,Woodford County,METRO30460M30460,"Lexington-Fayette, KY MSA",Woodford County,24939.0,KY,Supermarket Type1,1,0.7517657777304543
320,2200199999,627,484,487,843,846,1.0,22,99999,Acadia Parish,NCNTY22001N22001,"Acadia Parish, LA",Acadia Parish,61773.0,LA,Supermarket Type1,0,0.3170183535848396
321,2200399999,627,493,525,887,890,3.0,22,99999,Allen Parish,NCNTY22003N22003,"Allen Parish, LA",Allen Parish,25764.0,LA,Supermarket Type1,0,0.19251359224128123
322,2201599999,842,604,677,1049,1148,15.0,22,99999,Bossier Parish,METRO43340M43340,"Shreveport-Bossier City, LA MSA",Bossier Parish,116979.0,LA,Supermarket Type1,1,0.8425679992315909
323,2202399999,712,536,565,949,1162,23.0,22,99999,Cameron Parish,METRO29340M29340,"Lake Charles, LA MSA",Cameron Parish,6839.0,LA,Supermarket Type3,0,0.38132948617003004
324,2202799999,627,493,529,924,1111,27.0,22,99999,Claiborne Parish,NCNTY22027N22027,"Claiborne Parish, LA",Claiborne Parish,17195.0,LA,Supermarket Type1,0,0.14602662267990313
325,2203799999,797,548,669,993,1144,37.0,22,99999,East Feliciana Parish,METRO12940M12940,"Baton Rouge, LA HUD Metro FMR Area",East Feliciana Parish,20267.0,LA,Supermarket Type1,1,0.7856883949212127
326,2205199999,950,648,767,1192,1443,51.0,22,99999,Jefferson Parish,METRO35380M35380,"New Orleans-Metairie-Kenner, LA MSA",Jefferson Parish,432552.0,LA,Supermarket Type1,1,0.8590484070298472
327,2206799999,627,466,469,781,1025,67.0,22,99999,Morehouse Parish,NCNTY22067N22067,"Morehouse Parish, LA",Morehouse Parish,27979.0,LA,Supermarket Type1,0,0.3277622508468482
328,2207199999,950,648,767,1192,1443,71.0,22,99999,Orleans Parish,METRO35380M35380,"New Orleans-Metairie-Kenner, LA MSA",Orleans Parish,343829.0,LA,Supermarket Type1,1,0.8491252121820392
329,2207999999,680,549,559,922,1058,79.0,22,99999,Rapides Parish,METRO10780M10780,"Alexandria, LA MSA",Rapides Parish,131613.0,LA,Supermarket Type3,1,0.772992091508423
330,2208599999,627,506,514,781,1111,85.0,22,99999,Sabine Parish,NCNTY22085N22085,"Sabine Parish, LA",Sabine Parish,24233.0,LA,Supermarket Type1,0,0.21191433161781476
331,2208799999,950,648,767,1192,1443,87.0,22,99999,St. Bernard Parish,METRO35380M35380,"New Orleans-Metairie-Kenner, LA MSA",St. Bernard Parish,35897.0,LA,Supermarket Type1,1,0.7150482774719024
332,2208999999,950,648,767,1192,1443,89.0,22,99999,St. Charles Parish,METRO35380M35380,"New Orleans-Metairie-Kenner, LA MSA",St. Charles Parish,52780.0,LA,Supermarket Type1,1,0.753729360642258
333,2209199999,797,548,669,993,1144,91.0,22,99999,St. Helena Parish,METRO12940M12940,"Baton Rouge, LA HUD Metro FMR Area",St. Helena Parish,11203.0,LA,Grocery Store,1,0.5278976655110309
334,2209799999,627,421,463,786,838,97.0,22,99999,St. Landry Parish,NCNTY22097N22097,"St. Landry Parish, LA",St. Landry Parish,83384.0,LA,Supermarket Type1,1,0.7051888149861836
335,2209999999,754,477,636,989,1223,99.0,22,99999,St. Martin Parish,METRO29180M29180,"Lafayette, LA MSA",St. Martin Parish,52160.0,LA,Supermarket Type1,1,0.789179228923811
336,2210199999,639,476,479,897,960,101.0,22,99999,St. Mary Parish,NCNTY22101N22101,"St. Mary Parish, LA",St. Mary Parish,54650.0,LA,Grocery Store,0,0.2883986751896195
337,2210599999,832,547,702,1051,1231,105.0,22,99999,Tangipahoa Parish,NCNTY22105N22105,"Tangipahoa Parish, LA",Tangipahoa Parish,121097.0,LA,Supermarket Type1,1,0.7759416968910011
338,2211399999,660,519,557,963,1128,113.0,22,99999,Vermilion Parish,NCNTY22113N22113,"Vermilion Parish, LA",Vermilion Parish,57999.0,LA,Supermarket Type1,0,0.3477406418789885
339,2211999999,627,493,507,822,838,119.0,22,99999,Webster Parish,NCNTY22119N22119,"Webster Parish, LA",Webster Parish,41207.0,LA,Supermarket Type1,0,0.2562153345261551
340,2212599999,797,548,669,993,1144,125.0,22,99999,West Feliciana Parish,METRO12940M12940,"Baton Rouge, LA HUD Metro FMR Area",West Feliciana Parish,15625.0,LA,Supermarket Type2,1,0.520466180487178
341,2300140035,772,499,591,973,1033,1.0,23,40035,Androscoggin County,METRO30340M30340,"Lewiston-Auburn, ME MSA",Lisbon town,9009.0,ME,Supermarket Type1,0,0.4184249151556878
342,2300146160,772,499,591,973,1033,1.0,23,46160,Androscoggin County,METRO30340M30340,"Lewiston-Auburn, ME MSA",Minot town,2607.0,ME,Supermarket Type1,0,0.4207553611716602
343,2300177800,772,499,591,973,1033,1.0,23,77800,Androscoggin County,METRO30340M30340,"Lewiston-Auburn, ME MSA",Turner town,5734.0,ME,Grocery Store,0,0.38633192119287924
344,2300300800,679,548,564,860,942,3.0,23,800,Aroostook County,NCNTY23003N23003,"Aroostook County, ME",Allagash town,239.0,ME,Supermarket Type1,0,0.3093876360983037
345,2300319420,679,548,564,860,942,3.0,23,19420,Aroostook County,NCNTY23003N23003,"Aroostook County, ME",Eagle Lake town,864.0,ME,Supermarket Type1,0,0.29279235260909225
346,2300325615,679,548,564,860,942,3.0,23,25615,Aroostook County,NCNTY23003N23003,"Aroostook County, ME",Fort Fairfield town,3496.0,ME,Supermarket Type1,0,0.2896582660815847
347,2300326735,679,548,564,860,942,3.0,23,26735,Aroostook County,NCNTY23003N23003,"Aroostook County, ME",Frenchville town,1087.0,ME,Supermarket Type1,0,0.2894178814662
348,2300330725,679,548,564,860,942,3.0,23,30725,Aroostook County,NCNTY23003N23003,"Aroostook County, ME",Hammond town,118.0,ME,Supermarket Type1,0,0.2894746996480182
349,2300333385,679,548,564,860,942,3.0,23,33385,Aroostook County,NCNTY23003N23003,"Aroostook County, ME",Hodgdon town,1309.0,ME,Grocery Store,0,0.30792387462617415
350,2300333980,679,548,564,860,942,3.0,23,33980,Aroostook County,NCNTY23003N23003,"Aroostook County, ME",Houlton town,6123.0,ME,Supermarket Type1,0,0.28780807770263733
351,2300339300,679,548,564,860,942,3.0,23,39300,Aroostook County,NCNTY23003N23003,"Aroostook County, ME",Limestone town,2314.0,ME,Supermarket Type1,0,0.2997913995659592
352,2300342450,679,548,564,860,942,3.0,23,42450,Aroostook County,NCNTY23003N23003,"Aroostook County, ME",Macwahoc plantation,79.0,ME,Supermarket Type1,0,0.30340392037847996
353,2300348120,679,548,564,860,942,3.0,23,48120,Aroostook County,NCNTY23003N23003,"Aroostook County, ME",Nashville plantation,46.0,ME,Supermarket Type1,0,0.30631586946310707
354,2300354385,679,548,564,860,942,3.0,23,54385,Aroostook County,NCNTY23003N23003,"Aroostook County, ME",Oakfield town,737.0,ME,Supermarket Type1,0,0.3028876173712017
355,2300360825,679,548,564,860,942,3.0,23,60825,Aroostook County,NCNTY23003N23003,"Aroostook County, ME",Presque Isle city,9692.0,ME,Supermarket Type1,0,0.31210965823883074
356,2300362400,679,548,564,860,942,3.0,23,62400,Aroostook County,NCNTY23003N23003,"Aroostook County, ME",Reed plantation,161.0,ME,Supermarket Type1,0,0.31085814308731563
357,2300365200,679,548,564,860,942,3.0,23,65200,Aroostook County,NCNTY23003N23003,"Aroostook County, ME",St. John plantation,267.0,ME,Supermarket Type1,0,0.31085814308731563
358,2300378570,679,548,564,860,942,3.0,23,78570,Aroostook County,NCNTY23003N23003,"Aroostook County, ME",Van Buren town,2171.0,ME,Supermarket Type3,0,0.26918188390396397
359,2300379270,679,548,564,860,942,3.0,23,79270,Aroostook County,NCNTY23003N23003,"Aroostook County, ME",Wade town,283.0,ME,Supermarket Type1,0,0.26612114572972734
360,2300383785,679,548,564,860,942,3.0,23,83785,Aroostook County,NCNTY23003N23003,"Aroostook County, ME",Weston town,228.0,ME,Supermarket Type1,0,0.2669320054582341
361,2300386865,679,548,564,860,942,3.0,23,86865,Aroostook County,NCNTY23003N23003,"Aroostook County, ME",Winterville plantation,224.0,ME,Grocery Store,0,0.2725156662980405
362,2300502655,932,559,703,1333,1588,5.0,23,2655,Cumberland County,METRO38860N23005,"Cumberland County, ME (part) HUD Metro FMR Area",Baldwin town,1525.0,ME,Supermarket Type1,1,0.5928260684298531
363,2300524495,1074,730,869,1421,1492,5.0,23,24495,Cumberland County,METRO38860MM6400,"Portland, ME HUD Metro FMR Area",Falmouth town,11185.0,ME,Supermarket Type1,1,0.7957756339574694
364,2300526525,1074,730,869,1421,1492,5.0,23,26525,Cumberland County,METRO38860MM6400,"Portland, ME HUD Metro FMR Area",Freeport town,7879.0,ME,Supermarket Type1,1,0.7966601938420292
365,2300561945,1074,730,869,1421,1492,5.0,23,61945,Cumberland County,METRO38860MM6400,"Portland, ME HUD Metro FMR Area",Raymond town,4436.0,ME,Grocery Store,1,0.7974292117522233
366,2300571990,1074,730,869,1421,1492,5.0,23,71990,Cumberland County,METRO38860MM6400,"Portland, ME HUD Metro FMR Area",South Portland city,25002.0,ME,Supermarket Type2,1,0.9243433358261752
367,2300702235,709,573,598,883,1256,7.0,23,2235,Franklin County,NCNTY23007N23007,"Franklin County, ME",Avon town,461.0,ME,Supermarket Type1,0,0.19924748601414746
368,2300712595,709,573,598,883,1256,7.0,23,12595,Franklin County,NCNTY23007N23007,"Franklin County, ME",Chesterville town,1352.0,ME,Supermarket Type1,0,0.19956125002791142
369,2300761875,709,573,598,883,1256,7.0,23,61875,Franklin County,NCNTY23007N23007,"Franklin County, ME",Rangeley plantation,189.0,ME,Supermarket Type1,0,0.19613125783826138
370,2300781300,709,573,598,883,1256,7.0,23,81300,Franklin County,NCNTY23007N23007,"Franklin County, ME",Weld town,419.0,ME,Grocery Store,0,0.1726747089534527
371,2300785850,709,573,598,883,1256,7.0,23,85850,Franklin County,NCNTY23007N23007,"Franklin County, ME",Wilton town,4116.0,ME,Supermarket Type3,0,0.17462434757019663
372,2300907800,848,588,666,1116,1133,9.0,23,7800,Hancock County,NCNTY23009N23009,"Hancock County, ME",Brooklin town,824.0,ME,Supermarket Type1,0,0.17716419003797781
373,2300911265,848,588,666,1116,1133,9.0,23,11265,Hancock County,NCNTY23009N23009,"Hancock County, ME",Castine town,1366.0,ME,Supermarket Type1,0,0.17201317789222884
374,2300923200,848,588,666,1116,1133,9.0,23,23200,Hancock County,NCNTY23009N23009,"Hancock County, ME",Ellsworth city,7741.0,ME,Supermarket Type1,0,0.16457291884786762
375,2300930970,848,588,666,1116,1133,9.0,23,30970,Hancock County,NCNTY23009N23009,"Hancock County, ME",Hancock town,2394.0,ME,Supermarket Type1,0,0.16463032167895467
376,2300943475,848,588,666,1116,1133,9.0,23,43475,Hancock County,NCNTY23009N23009,"Hancock County, ME",Marshall Island UT,0.0,ME,Supermarket Type2,0,0.15571362958047782
377,2300955505,848,588,666,1116,1133,9.0,23,55505,Hancock County,NCNTY23009N23009,"Hancock County, ME",Orland town,2225.0,ME,Supermarket Type1,0,0.2138718482690545
378,2300955855,848,588,666,1116,1133,9.0,23,55855,Hancock County,NCNTY23009N23009,"Hancock County, ME",Osborn town,67.0,ME,Supermarket Type1,0,0.2138718482690545
379,2300955890,848,588,666,1116,1133,9.0,23,55890,Hancock County,NCNTY23009N23009,"Hancock County, ME",Otis town,672.0,ME,Supermarket Type2,0,0.18872115419604865
380,2300974580,848,588,666,1116,1133,9.0,23,74580,Hancock County,NCNTY23009N23009,"Hancock County, ME",Stonington town,1043.0,ME,Supermarket Type1,0,0.1886794520172156
381,2300974965,848,588,666,1116,1133,9.0,23,74965,Hancock County,NCNTY23009N23009,"Hancock County, ME",Sullivan town,1236.0,ME,Supermarket Type1,0,0.1886794520172156
382,2300975280,848,588,666,1116,1133,9.0,23,75280,Hancock County,NCNTY23009N23009,"Hancock County, ME",Surry town,1466.0,ME,Supermarket Type3,0,0.16613656567082538
383,2300975455,848,588,666,1116,1133,9.0,23,75455,Hancock County,NCNTY23009N23009,"Hancock County, ME",Swans Island town,332.0,ME,Supermarket Type1,0,0.1886794520172156
384,2300977345,848,588,666,1116,1133,9.0,23,77345,Hancock County,NCNTY23009N23009,"Hancock County, ME",Tremont town,1563.0,ME,Grocery Store,0,0.1665254749097346
385,2300977415,848,588,666,1116,1133,9.0,23,77415,Hancock County,NCNTY23009N23009,"Hancock County, ME",Trenton town,1481.0,ME,Supermarket Type1,0,0.19036430050206407
386,2301100590,766,518,599,961,1024,11.0,23,590,Kennebec County,NCNTY23011N23011,"Kennebec County, ME",Albion town,2041.0,ME,Supermarket Type1,0,0.3422938110274886
387,2301104020,766,518,599,961,1024,11.0,23,4020,Kennebec County,NCNTY23011N23011,"Kennebec County, ME",Belgrade town,3189.0,ME,Supermarket Type3,0,0.306357808006888
388,2301127085,766,518,599,961,1024,11.0,23,27085,Kennebec County,NCNTY23011N23011,"Kennebec County, ME",Gardiner city,5800.0,ME,Supermarket Type1,0,0.31355275480988426
389,2301140175,766,518,599,961,1024,11.0,23,40175,Kennebec County,NCNTY23011N23011,"Kennebec County, ME",Litchfield town,3624.0,ME,Supermarket Type1,0,0.32432834522394216
390,2301147770,766,518,599,961,1024,11.0,23,47770,Kennebec County,NCNTY23011N23011,"Kennebec County, ME",Mount Vernon town,1640.0,ME,Supermarket Type1,0,0.327615281155228
391,2301159110,766,518,599,961,1024,11.0,23,59110,Kennebec County,NCNTY23011N23011,"Kennebec County, ME",Pittston town,2666.0,ME,Supermarket Type1,0,0.3288678819804161
392,2301178190,766,518,599,961,1024,11.0,23,78190,Kennebec County,NCNTY23011N23011,"Kennebec County, ME",Unity UT,43.0,ME,Supermarket Type2,0,0.2933781079200537
393,2301178745,766,518,599,961,1024,11.0,23,78745,Kennebec County,NCNTY23011N23011,"Kennebec County, ME",Vassalboro town,4340.0,ME,Supermarket Type2,0,0.2924947745867204
394,2301179025,766,518,599,961,1024,11.0,23,79025,Kennebec County,NCNTY23011N23011,"Kennebec County, ME",Vienna town,570.0,ME,Supermarket Type1,0,0.30992070464794447
395,2301180880,766,518,599,961,1024,11.0,23,80880,Kennebec County,NCNTY23011N23011,"Kennebec County, ME",Wayne town,1189.0,ME,Supermarket Type1,0,0.30761257067665265
396,2301186165,766,518,599,961,1024,11.0,23,86165,Kennebec County,NCNTY23011N23011,"Kennebec County, ME",Windsor town,2575.0,ME,Grocery Store,0,0.2841027560273644
397,2301186970,766,518,599,961,1024,11.0,23,86970,Kennebec County,NCNTY23011N23011,"Kennebec County, ME",Winthrop town,6092.0,ME,Supermarket Type1,0,0.3090813474262189
398,2301301465,922,743,748,1182,1232,13.0,23,1465,Knox County,NCNTY23013N23013,"Knox County, ME",Appleton town,1316.0,ME,Supermarket Type1,0,0.3358493957071155
399,2301363590,922,743,748,1182,1232,13.0,23,63590,Knox County,NCNTY23013N23013,"Knox County, ME",Rockland city,7297.0,ME,Supermarket Type1,0,0.3058867888429878
400,2301363660,922,743,748,1182,1232,13.0,23,63660,Knox County,NCNTY23013N23013,"Knox County, ME",Rockport town,3330.0,ME,Supermarket Type1,0,0.3058867888429878
401,2301506855,847,504,672,1055,1132,15.0,23,6855,Lincoln County,NCNTY23015N23015,"Lincoln County, ME",Bremen town,806.0,ME,Supermarket Type2,0,0.22038969773681655
402,2301518475,847,504,672,1055,1132,15.0,23,18475,Lincoln County,NCNTY23015N23015,"Lincoln County, ME",Dresden town,1672.0,ME,Supermarket Type1,0,0.238591653422805
403,2301535695,847,504,672,1055,1132,15.0,23,35695,Lincoln County,NCNTY23015N23015,"Lincoln County, ME",Jefferson town,2427.0,ME,Supermarket Type2,0,0.2142816874722274
404,2301546335,847,504,672,1055,1132,15.0,23,46335,Lincoln County,NCNTY23015N23015,"Lincoln County, ME",Monhegan plantation,69.0,ME,Supermarket Type1,0,0.25245856690447155
405,2301584140,847,504,672,1055,1132,15.0,23,84135,Lincoln County,NCNTY23015N23015,"Lincoln County, ME",Westport Island town,718.0,ME,Supermarket Type1,0,0.23888100001831342
406,2301708710,689,515,547,930,1204,17.0,23,8710,Oxford County,NCNTY23017N23017,"Oxford County, ME",Buckfield town,2009.0,ME,Supermarket Type1,0,0.3612301174925367
407,2301710005,689,515,547,930,1204,17.0,23,10005,Oxford County,NCNTY23017N23017,"Oxford County, ME",Canton town,990.0,ME,Supermarket Type1,0,0.3623230586690073
408,2301726910,689,515,547,930,1204,17.0,23,26910,Oxford County,NCNTY23017N23017,"Oxford County, ME",Fryeburg town,3449.0,ME,Supermarket Type1,0,0.36412943562538425
409,2301739422,689,515,547,930,1204,17.0,23,39422,Oxford County,NCNTY23017N23017,"Oxford County, ME",Lincoln plantation,45.0,ME,Supermarket Type1,0,0.3804627100297712
410,2301749275,689,515,547,930,1204,17.0,23,49275,Oxford County,NCNTY23017N23017,"Oxford County, ME",Newry town,329.0,ME,Supermarket Type2,0,0.3687594167000587
411,2301756625,689,515,547,930,1204,17.0,23,56625,Oxford County,NCNTY23017N23017,"Oxford County, ME",Paris town,5183.0,ME,Grocery Store,0,0.36905259851824046
412,2301760405,689,515,547,930,1204,17.0,23,60405,Oxford County,NCNTY23017N23017,"Oxford County, ME",Porter town,1498.0,ME,Supermarket Type3,0,0.3698576615267518
413,2301774510,689,515,547,930,1204,17.0,23,74510,Oxford County,NCNTY23017N23017,"Oxford County, ME",Stoneham town,236.0,ME,Supermarket Type1,0,0.3839269091836931
414,2301783890,689,515,547,930,1204,17.0,23,83890,Oxford County,NCNTY23017N23017,"Oxford County, ME",West Paris town,1812.0,ME,Supermarket Type1,0,0.37749983323246844
415,2301787355,689,515,547,930,1204,17.0,23,87355,Oxford County,NCNTY23017N23017,"Oxford County, ME",Woodstock town,1277.0,ME,Supermarket Type1,0,0.3732340437587843
416,2301901115,666,448,562,932,1077,19.0,23,1115,Penobscot County,METRO12620N23019,"Penobscot County, ME (part) HUD Metro FMR Area",Alton town,890.0,ME,Supermarket Type1,1,0.6355213542335182
417,2301906575,666,448,562,932,1077,19.0,23,6575,Penobscot County,METRO12620N23019,"Penobscot County, ME (part) HUD Metro FMR Area",Bradford town,1290.0,ME,Supermarket Type1,1,0.6335103059680582
418,2301906680,666,448,562,932,1077,19.0,23,6680,Penobscot County,METRO12620N23019,"Penobscot County, ME (part) HUD Metro FMR Area",Bradley town,1492.0,ME,Supermarket Type1,1,0.6335103059680582
419,2301909200,666,448,562,932,1077,19.0,23,9200,Penobscot County,METRO12620N23019,"Penobscot County, ME (part) HUD Metro FMR Area",Burlington town,363.0,ME,Supermarket Type1,1,0.6335103059680582
420,2301910670,666,448,562,932,1077,19.0,23,10670,Penobscot County,METRO12620N23019,"Penobscot County, ME (part) HUD Metro FMR Area",Carmel town,2794.0,ME,Supermarket Type1,1,0.6340103059680582
421,2301910810,666,448,562,932,1077,19.0,23,10810,Penobscot County,METRO12620N23019,"Penobscot County, ME (part) HUD Metro FMR Area",Carroll plantation,153.0,ME,Supermarket Type1,1,0.6340103059680582
422,2301913365,666,448,562,932,1077,19.0,23,13365,Penobscot County,METRO12620N23019,"Penobscot County, ME (part) HUD Metro FMR Area",Clifton town,921.0,ME,Grocery Store,1,0.6315481956088207
423,2301914310,666,448,562,932,1077,19.0,23,14310,Penobscot County,METRO12620N23019,"Penobscot County, ME (part) HUD Metro FMR Area",Corinna town,2198.0,ME,Supermarket Type1,1,0.6335739423316946
424,2301919868,666,448,562,932,1077,19.0,23,19868,Penobscot County,METRO12620N23019,"Penobscot County, ME (part) HUD Metro FMR Area",East Central Penobscot UT,343.0,ME,Supermarket Type2,1,0.631772629997961
425,2301922535,833,571,660,1037,1205,19.0,23,22535,Penobscot County,METRO12620MM0730,"Bangor, ME HUD Metro FMR Area",Eddington town,2225.0,ME,Supermarket Type1,1,0.5576115382888752
426,2301922710,666,448,562,932,1077,19.0,23,22710,Penobscot County,METRO12620N23019,"Penobscot County, ME (part) HUD Metro FMR Area",Edinburg town,131.0,ME,Grocery Store,1,0.6326353750960003
427,2301934190,666,448,562,932,1077,19.0,23,34190,Penobscot County,METRO12620N23019,"Penobscot County, ME (part) HUD Metro FMR Area",Howland town,1241.0,ME,Supermarket Type1,1,0.633141721774474
428,2301936325,833,571,660,1037,1205,19.0,23,36325,Penobscot County,METRO12620MM0730,"Bangor, ME HUD Metro FMR Area",Kenduskeag town,1348.0,ME,Supermarket Type1,1,0.5618869228114735
429,2301937075,666,448,562,932,1077,19.0,23,37075,Penobscot County,METRO12620N23019,"Penobscot County, ME (part) HUD Metro FMR Area",Kingman UT,174.0,ME,Supermarket Type1,1,0.6777366130056215
